Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
270,Kevon Looney\looneke01,C,24,GSW,27,10,14.9,1.6,2.7,0.595,0.1,0.2,0.333,1.6,2.5,0.618,0.608,0.6,0.8,0.762,1.8,2.4,4.2,1.6,0.4,0.3,0.6,1.9,3.9
271,Brook Lopez\lopezbr01,C,32,MIL,36,36,27.1,3.9,8.4,0.467,1.5,4.4,0.348,2.4,4,0.597,0.558,1.4,1.7,0.82,1.4,3.7,5.1,0.6,0.5,1.3,0.9,2.1,10.8
272,Robin Lopez\lopezro01,C,32,WAS,34,9,20.3,3.3,5.6,0.593,0.1,0.4,0.308,3.2,5.2,0.614,0.603,1.6,2.2,0.697,2.3,1.9,4.2,0.9,0.3,0.6,1.1,1.9,8.3
273,Kevin Love\loveke01,PF,32,CLE,2,2,23,3,9,0.333,1.5,4.5,0.333,1.5,4.5,0.333,0.417,2,2.5,0.8,1,5,6,2.5,0.5,0,1.5,0.5,9.5
274,Kyle Lowry\lowryky01,PG,34,TOR,29,29,34.6,6,13.1,0.457,2.9,7.1,0.403,3.1,6,0.52,0.566,3.1,3.7,0.858,0.8,4.7,5.5,7,1.2,0.2,2.8,3.2,18
275,Timothé Luwawu-Cabarrot\luwawti01,SF,25,BRK,34,6,19.7,2.5,6.5,0.389,1.6,4.3,0.363,1,2.2,0.44,0.509,0.6,0.8,0.769,0.5,1.8,2.4,1.3,0.7,0.1,0.7,1.9,7.2
276,Trey Lyles\lylestr01,PF,25,SAS,19,7,16.4,2.2,4.4,0.506,0.7,1.9,0.378,1.5,2.4,0.609,0.59,0.6,1,0.632,0.4,3.6,4.1,0.6,0.3,0.1,0.2,0.6,5.8
277,Thon Maker\makerth01,C,23,CLE,8,0,9.5,1.3,2.3,0.556,0,0.3,0,1.3,2,0.625,0.556,1.3,1.4,0.909,1,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8
278,Théo Maledon\maledth01,PG,19,OKC,31,16,25.7,2.8,7,0.394,1.5,4.1,0.354,1.3,2.9,0.451,0.498,0.8,1,0.75,0.2,2.7,3,3.3,1,0.1,1.8,2.2,7.8
279,Karim Mané\maneka01,PG,20,ORL,6,0,9.3,0.2,1.5,0.111,0.2,0.3,0.5,0,1.2,0,0.167,0.7,0.7,1,0,1.7,1.7,0.2,0,0.2,0.5,0.5,1.2
280,Terance Mann\mannte01,SG,24,LAC,35,3,15.7,1.8,3.7,0.481,0.4,1,0.382,1.4,2.7,0.516,0.531,0.9,1.1,0.8,0.9,2.4,3.3,1.3,0.4,0.2,0.7,1.7,4.8
281,Nico Mannion\mannini01,PG,19,GSW,7,1,9.6,0.9,3.3,0.261,0.7,2,0.357,0.1,1.3,0.111,0.37,0.1,0.6,0.25,0,1.7,1.7,2.6,0.4,0,1,1.1,2.6
282,Boban Marjanović\marjabo01,C,32,DAL,18,1,7.8,2,4,0.5,0,0.2,0,2,3.8,0.529,0.5,0.6,0.8,0.714,1.5,2.4,3.9,0.2,0.1,0.1,0.4,0.9,4.6
283,Lauri Markkanen\markkla01,PF,23,CHI,14,14,30.4,6.8,13.2,0.514,2.9,7.2,0.396,3.9,6,0.655,0.622,2.7,3.2,0.844,0.6,5.5,6.1,0.9,0.6,0.4,1.7,2.2,19.1
284,Naji Marshall\marshna01,SF,23,NOP,3,0,2.7,0,0.7,0,0,0.3,0,0,0.3,0,0,0.3,0.7,0.5,0,0.7,0.7,0.3,0,0,0,0,0.3
285,Caleb Martin\martica02,SF,25,CHO,26,1,15.2,2.1,5.1,0.414,0.7,2.2,0.333,1.4,2.9,0.474,0.485,0.5,1,0.538,0.8,2,2.8,1.2,0.8,0.3,0.7,1,5.5
286,Cody Martin\martico01,SF,25,CHO,23,2,11.7,1.4,2.8,0.516,0.2,0.9,0.2,1.3,1.9,0.659,0.547,0.3,0.4,0.8,0.8,1.5,2.3,1,0.5,0.2,0.7,0.6,3.4
287,Kelan Martin\martike03,SF,25,IND,12,0,4,0.6,1.7,0.35,0.2,0.8,0.222,0.4,0.9,0.455,0.4,0.2,0.2,1,0.1,0.9,1,0,0.3,0,0.3,0.4,1.5
288,Kenyon Martin Jr.\martike04,SF,20,HOU,7,0,9.9,1.4,3.9,0.37,0.1,0.6,0.25,1.3,3.3,0.391,0.389,0.3,0.7,0.4,1.1,1.6,2.7,0.6,0.3,0.7,0.7,1.3,3.3
289,Frank Mason III\masonfr01,PG,26,ORL,4,1,19.8,2.3,6,0.375,0.5,1.3,0.4,1.8,4.8,0.368,0.417,1.3,1.8,0.714,0.8,2.3,3,3,0,0,1.3,1.8,6.3
290,Garrison Mathews\mathega01,SG,24,WAS,28,12,16.2,1.9,4.5,0.421,1.4,3.6,0.4,0.5,0.9,0.5,0.579,1.6,1.8,0.92,0.4,1.4,1.8,0.5,0.7,0.2,0.1,1.6,6.9
291,Dakota Mathias\mathida01,SG,25,PHI,8,2,15.4,2.4,6,0.396,1,3.3,0.308,1.4,2.8,0.5,0.479,0.3,0.8,0.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6
292,Wesley Matthews\matthwe02,SG,34,LAL,30,4,20.2,1.4,3.9,0.356,1,3.1,0.337,0.4,0.9,0.423,0.487,0.4,0.5,0.8,0.4,1.1,1.5,1.1,0.5,0.4,0.5,1.4,4.2
293,Tyrese Maxey\maxeyty01,SG,20,PHI,32,6,16.2,3.4,7.6,0.45,0.5,1.7,0.273,2.9,5.8,0.503,0.481,0.7,0.8,0.88,0.3,1.6,1.9,1.8,0.5,0.2,0.7,1.3,8
294,Skylar Mays\mayssk01,SG,23,ATL,16,0,8.3,1.2,3.1,0.388,0.5,1.4,0.348,0.7,1.6,0.423,0.469,1,1.1,0.889,0.4,0.4,0.8,1.1,0.4,0,0.3,0.4,3.9
295,Patrick McCaw\mccawpa01,SF,25,TOR,3,0,6.7,0,0,,0,0,,0,0,,,0,0,,0.3,0,0.3,1.3,0,0,0,1,0
296,CJ McCollum\mccolcj01,SG,29,POR,13,13,33.8,9.5,20,0.473,4.8,11,0.441,4.6,9,0.513,0.594,2.9,3.5,0.844,0.5,3.4,3.9,5,1.3,0.3,1,2.2,26.7
297,T.J. McConnell\mccontj01,PG,28,IND,32,2,25.3,3.1,5.9,0.526,0.2,0.6,0.316,2.9,5.3,0.55,0.542,0.3,0.6,0.5,0.7,3,3.7,6.8,2,0.4,1.9,1.6,6.7
298,Jaden McDaniels\mcdanja02,PF,20,MIN,30,1,19.1,1.9,5,0.383,0.9,2.8,0.337,1,2.2,0.439,0.477,0.4,0.8,0.522,0.6,2.8,3.4,1,0.3,1,0.8,2.4,5.1
299,Jalen McDaniels\mcdanja01,SF,23,CHO,17,1,12.5,1.7,3.9,0.439,0.4,1.4,0.261,1.4,2.5,0.535,0.485,0.8,1.1,0.684,0.5,2.2,2.6,0.5,0.1,0.2,0.8,1.8,4.5
300,Doug McDermott\mcderdo01,PF,29,IND,34,14,25.9,5.1,10.1,0.506,1.6,4.4,0.364,3.5,5.7,0.617,0.586,1.3,1.6,0.818,1,3,4,1.3,0.3,0.1,1,1.7,13.2
301,Sean McDermott\mcderse01,SF,24,MEM,8,0,15.8,1.3,2.9,0.435,0.6,1.9,0.333,0.6,1,0.625,0.543,0.8,0.8,1,0.5,1,1.5,0.5,0.1,0.3,0.5,0.8,3.9
302,JaVale McGee\mcgeeja01,C,33,CLE,27,1,15.2,3.1,6.4,0.489,0.2,0.6,0.294,3,5.8,0.51,0.503,1,1.7,0.609,1.6,3.6,5.1,1,0.5,1.2,1.3,2.6,7.5
303,Rodney McGruder\mcgruro01,SG,29,DET,12,0,9.6,1.8,3.6,0.512,0.7,1.3,0.5,1.2,2.3,0.519,0.605,0.4,0.5,0.833,0.3,0.7,1,1,0.3,0.1,0.5,0.7,4.8
304,Alfonzo McKinnie\mckinal01,SF,28,LAL,18,0,4.7,0.9,1.7,0.533,0.3,0.7,0.417,0.6,1,0.611,0.617,0.3,0.4,0.625,0.4,0.7,1.1,0.1,0.1,0,0.1,0.4,2.3
305,Jordan McLaughlin\mclaujo01,PG,24,MIN,24,0,19.5,2.2,5.9,0.376,0.7,1.9,0.348,1.5,4,0.389,0.433,0.3,0.4,0.8,0.5,1.8,2.3,4.7,1,0.2,1.1,1,5.4
306,Ben McLemore\mclembe01,SG,27,HOU,24,2,15.5,2.1,5.8,0.357,1.3,4.3,0.314,0.8,1.6,0.474,0.471,0.7,1,0.739,0.4,1.7,2.1,1,0.6,0,1,1.4,6.2
307,Nicolò Melli\mellini01,PF,30,NOP,17,0,10.9,0.5,2.4,0.225,0.4,1.9,0.212,0.1,0.4,0.286,0.313,0.2,0.3,0.8,0.2,2.1,2.2,0.9,0.5,0.1,0.4,1.3,1.7
308,De'Anthony Melton\meltode01,PG,22,MEM,20,1,20.4,3.8,8.1,0.472,1.7,3.9,0.423,2.2,4.2,0.518,0.575,0.8,1.1,0.762,0.5,2.6,3.1,2.9,1.2,0.7,1.3,1.7,10.1
309,Sam Merrill\merrisa01,SG,24,MIL,13,0,5.9,0.5,1.3,0.353,0.4,0.8,0.455,0.1,0.5,0.167,0.5,0.2,0.2,1,0.3,0.8,1.1,0.8,0.2,0,0.2,0.5,1.5
310,Chimezie Metu\metuch01,C,23,SAC,11,0,6.5,1.4,2.7,0.5,0.1,0.3,0.333,1.3,2.5,0.519,0.517,0.5,0.8,0.667,1,1.1,2.1,0.5,0.3,0.5,0.5,0.9,3.4
311,Khris Middleton\middlkh01,SF,29,MIL,36,36,33.4,7.6,15.3,0.495,2.3,5.3,0.432,5.3,9.9,0.529,0.571,3.2,3.6,0.884,0.9,5.3,6.1,5.7,1.1,0.2,2.6,2.6,20.6
312,Darius Miller\milleda01,SF,30,OKC,12,0,9.3,0.9,2,0.458,0.8,1.8,0.429,0.2,0.3,0.667,0.646,0.3,0.3,1,0.1,1.2,1.3,0.8,0.4,0.3,0.4,0.8,2.8
313,Patty Mills\millspa02,PG,32,SAS,32,0,25.8,4.7,10.5,0.448,2.8,6.8,0.402,2,3.7,0.534,0.579,1.1,1.3,0.9,0.3,1.5,1.8,2.7,0.6,0,1.1,1.4,13.3
314,Paul Millsap\millspa01,PF,35,DEN,26,26,23.9,3.8,7.3,0.524,1.2,3,0.41,2.6,4.3,0.604,0.608,1.6,2.3,0.695,1.6,3.6,5.2,1.7,0.8,0.5,1,2.1,10.4
315,Shake Milton\miltosh01,SG,24,PHI,28,1,25.1,4.8,10.9,0.441,1.1,3.5,0.313,3.7,7.4,0.502,0.492,3.1,3.5,0.887,0.6,1.5,2.1,3,0.6,0.3,1.5,2.3,13.8
316,Donovan Mitchell\mitchdo01,SG,24,UTA,34,34,33.9,8.5,20.1,0.421,3.3,8.7,0.382,5.1,11.4,0.451,0.504,4.4,5.4,0.824,1.1,3.6,4.7,5.4,1,0.3,3,2.3,24.7
317,Adam Mokoka\mokokad01,SG,22,CHI,7,0,6,0.7,2,0.357,0.1,1.1,0.125,0.6,0.9,0.667,0.393,0,0,,0.1,0.4,0.6,0.6,0.3,0.1,0.3,0.7,1.6
318,Malik Monk\monkma01,SG,22,CHO,22,0,22.7,4.7,10.1,0.462,2.5,5.6,0.439,2.2,4.5,0.49,0.583,1.7,2.1,0.787,0.4,2.5,2.9,1.9,0.3,0.1,1.5,1.5,13.5
319,E'Twaun Moore\mooreet01,SG,31,PHO,22,1,15.2,1.8,4.3,0.421,0.3,1.1,0.24,1.5,3.2,0.486,0.453,0.4,0.5,0.8,0.5,1.3,1.8,1.6,0.6,0.2,0.8,1.4,4.3
320,Ja Morant\moranja01,PG,21,MEM,24,24,30.8,7.2,15.8,0.454,0.9,3.8,0.233,6.3,12,0.522,0.482,4.6,5.8,0.797,0.8,2.5,3.3,7.7,1,0.2,2.9,1.5,19.8
321,Juwan Morgan\morgaju01,PF,23,UTA,15,0,4.7,0.4,0.9,0.429,0.2,0.7,0.3,0.2,0.3,0.75,0.536,0.1,0.3,0.2,0.3,0.7,0.9,0.3,0.2,0,0.1,0.8,1.1
322,Marcus Morris\morrima03,PF,31,LAC,28,2,24.4,4.3,9.8,0.44,2.3,5,0.464,2,4.8,0.415,0.558,1.4,1.5,0.905,0.7,3.1,3.8,0.9,0.5,0.3,0.9,1.9,12.3
323,Markieff Morris\morrima02,PF,31,LAL,31,7,17.4,1.9,4.7,0.407,0.9,2.8,0.322,1,1.9,0.534,0.503,0.6,0.9,0.69,0.7,3.1,3.8,1,0.2,0.3,0.6,1.6,5.4
324,Monte Morris\morrimo01,PG,25,DEN,35,9,27.1,4.1,8.5,0.477,1.1,3.2,0.36,2.9,5.3,0.545,0.544,1.3,1.7,0.754,0.2,2,2.2,3.4,0.7,0.3,0.7,0.9,10.6
325,Mychal Mulder\muldemy01,PG,26,GSW,34,2,10.6,1.4,3.2,0.435,1.1,2.7,0.409,0.3,0.4,0.6,0.611,0.2,0.4,0.533,0,0.9,0.9,0.4,0.2,0.2,0.2,0.8,4.1
326,Dejounte Murray\murrade01,PG,24,SAS,32,32,31,6.5,14.2,0.456,1.1,3.3,0.324,5.4,10.9,0.496,0.493,1.8,2.2,0.812,0.6,6.4,7,5.4,1.6,0.1,1.7,2.1,15.8
327,Jamal Murray\murraja01,PG,23,DEN,34,34,35.4,8,16.5,0.487,2.6,6.6,0.398,5.4,9.9,0.546,0.567,3.1,3.6,0.846,0.7,3.5,4.2,4.6,1.1,0.3,2.3,2.1,21.8
328,Mike Muscala\muscami01,C,29,OKC,34,0,18.6,3.4,7.7,0.441,2,5.4,0.368,1.4,2.4,0.605,0.568,0.9,1,0.914,0.6,3.2,3.8,0.8,0.2,0.3,0.6,1.6,9.7
329,Sviatoslav Mykhailiuk\mykhasv01,SF,23,DET,35,4,17.4,2.3,6.1,0.377,1.5,4.6,0.335,0.7,1.5,0.51,0.505,0.7,0.9,0.8,0.3,1.7,2,1.4,0.7,0.2,1.1,0.9,6.8
330,Abdel Nader\naderab01,SF,27,PHO,19,0,14.4,2.3,4.7,0.489,0.7,1.7,0.394,1.6,3,0.544,0.561,1.1,1.3,0.8,0.2,2.3,2.4,0.8,0.3,0.4,0.7,1.3,6.4
331,Larry Nance Jr.\nancela02,PF,28,CLE,19,18,33.4,3.7,7.6,0.483,1.3,3.3,0.381,2.4,4.3,0.561,0.566,0.6,1.1,0.571,1.4,5.4,6.8,3.2,1.9,0.5,1.5,2.2,9.3
332,Aaron Nesmith\nesmiaa01,SF,21,BOS,18,0,15.6,1.4,3.5,0.397,0.9,2.7,0.354,0.4,0.8,0.533,0.532,0.4,0.7,0.667,0.6,1.9,2.4,0.4,0.2,0.3,0.6,2.1,4.2
333,Raul Neto\netora01,PG,28,WAS,29,6,20.4,3,6.8,0.449,1,2.6,0.373,2.1,4.2,0.496,0.52,0.9,1,0.833,0.4,1.8,2.3,2.1,1.1,0.1,0.7,1.3,7.9
334,Georges Niang\niangge01,PF,27,UTA,36,0,13.4,2,4.6,0.431,1.3,3.3,0.385,0.8,1.4,0.54,0.566,0.1,0.1,1,0.3,1.8,2.2,0.7,0.3,0.1,0.6,1.5,5.4
335,Zeke Nnaji\nnajize01,PF,20,DEN,23,1,10.8,1.3,2.7,0.508,0.7,1.6,0.417,0.7,1.1,0.64,0.631,0.2,0.3,0.714,0.4,1,1.4,0.1,0.1,0.1,0.2,0.7,3.6
336,Nerlens Noel\noelne01,C,26,NYK,32,10,22.2,2.1,3.5,0.613,0,0.1,0,2.1,3.4,0.624,0.613,0.7,1,0.667,2.1,4,6.1,0.6,1,2,1.2,2.6,4.9
337,Jaylen Nowell\nowelja01,SG,21,MIN,22,0,16.7,3.2,7.7,0.418,1.1,3.3,0.347,2.1,4.5,0.469,0.491,1.4,1.7,0.838,0.5,1.5,1.9,1,0.5,0.2,0.5,1.8,9
338,Frank Ntilikina\ntilila01,PG,22,NYK,9,1,14.1,2,4.1,0.486,1.4,2.3,0.619,0.6,1.8,0.313,0.662,0.3,0.6,0.6,0.1,0.7,0.8,0.8,0.9,0,0.6,1.7,5.8
339,Kendrick Nunn\nunnke01,PG,25,MIA,28,16,30,5.4,11.8,0.461,2.1,5.7,0.365,3.4,6.1,0.55,0.548,1.3,1.4,0.923,0.5,2.9,3.4,2.7,1.1,0.3,1.8,1.9,14.2
340,Jusuf Nurkić\nurkiju01,C,26,POR,12,12,23.3,4.2,8.6,0.485,0.3,1,0.25,3.9,7.6,0.516,0.5,1.3,2.3,0.556,1.9,5.8,7.7,2.8,0.9,0.9,1.9,2.8,9.8
341,David Nwaba\nwabada01,SF,28,HOU,28,9,22.9,3.6,7.4,0.481,0.6,2.3,0.27,3,5.2,0.572,0.522,1.6,2.4,0.697,1.3,2.4,3.7,1,1.1,0.7,0.6,2.1,9.4
342,Jordan Nwora\nworajo01,SF,22,MIL,10,0,8.2,1.7,3.7,0.459,0.8,1.6,0.5,0.9,2.1,0.429,0.568,0.9,1,0.9,0.1,1.4,1.5,0,0.4,0.2,1,0.9,5.1
343,Royce O'Neale\onealro01,SF,27,UTA,36,36,32.8,2.6,5.9,0.441,1.7,4.2,0.411,0.9,1.7,0.516,0.587,0.6,0.8,0.821,1.3,5.5,6.8,2.6,0.8,0.6,1.2,2.8,7.6
344,Semi Ojeleye\ojelese01,PF,26,BOS,34,6,19,1.9,4.4,0.417,1.2,3.1,0.383,0.6,1.3,0.5,0.553,0.6,0.8,0.714,0.6,2.3,2.9,0.8,0.3,0,0.4,1.2,5.5
345,Jahlil Okafor\okafoja01,C,25,DET,12,0,10,2.1,3.5,0.595,0,0.3,0,2.1,3.3,0.641,0.595,0.1,0.2,0.5,1.1,1.2,2.3,0.3,0.2,0.2,0.3,0.8,4.3
346,Chuma Okeke\okekech01,PF,22,ORL,20,0,21.9,1.7,4.3,0.384,0.9,2.2,0.386,0.8,2.1,0.381,0.483,0.3,0.5,0.5,0.9,2.6,3.5,2,0.8,0.4,0.7,1,4.4
347,Josh Okogie\okogijo01,SG,22,MIN,29,20,19.2,1.6,4.6,0.351,0.4,1.9,0.218,1.2,2.7,0.443,0.396,1.1,1.4,0.756,0.9,1.6,2.5,1,0.8,0.5,0.8,2,4.7
348,Onyeka Okongwu\okongon01,C,20,ATL,16,1,9.9,1.3,2.3,0.568,0,0.1,0,1.3,2.3,0.583,0.568,0.6,0.9,0.6,0.8,1.7,2.4,0.3,0.4,0.4,0.5,1.6,3.2
349,Isaac Okoro\okorois01,SG,20,CLE,31,31,33.2,3,7.3,0.413,0.9,3,0.301,2.1,4.3,0.492,0.476,1.2,1.7,0.679,1,1.7,2.7,1.9,1.2,0.5,1.5,3.1,8.1
350,KZ Okpala\okpalkz01,PF,21,MIA,19,6,10.5,0.7,2.1,0.35,0.4,1.3,0.333,0.3,0.8,0.375,0.45,0.1,0.3,0.333,0.4,1.1,1.5,0.4,0.2,0.2,0.5,1.3,2
351,Victor Oladipo\oladivi01,SG,28,TOT,24,24,32.8,7.3,18.2,0.399,2.5,7.5,0.331,4.8,10.6,0.447,0.468,3,4,0.747,0.3,4.9,5.2,4.5,1.5,0.5,2.2,2.3,20
351,Victor Oladipo\oladivi01,SG,28,IND,9,9,33.3,7.1,16.9,0.421,2.8,7.7,0.362,4.3,9.2,0.47,0.503,3,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2,2.6,20
351,Victor Oladipo\oladivi01,SG,28,HOU,15,15,32.4,7.3,18.9,0.387,2.3,7.5,0.313,5,11.5,0.436,0.449,2.9,3.9,0.759,0.5,4.5,4.9,4.7,1.4,0.6,2.3,2.2,19.9
352,Kelly Olynyk\olynyke01,C,29,MIA,35,30,26.5,3.8,8.5,0.441,1.9,5.7,0.328,1.9,2.8,0.673,0.552,0.6,0.9,0.733,0.9,4.9,5.9,2.1,0.8,0.5,1.3,2.8,10.1
353,Miye Oni\onimi01,SG,23,UTA,26,0,7.9,0.5,1.5,0.368,0.5,1.3,0.394,0,0.2,0.2,0.539,0.2,0.2,0.833,0.5,1.2,1.8,0.2,0.1,0.2,0.3,1.1,1.8
354,Cedi Osman\osmande01,SF,25,CLE,35,15,25.8,3.9,10.4,0.373,2,6,0.332,1.9,4.4,0.429,0.468,1.1,1.4,0.796,0.7,3,3.7,2.7,0.9,0.1,1.1,2,10.9
355,Daniel Oturu\oturuda01,C,21,LAC,10,0,4.2,0.9,1.5,0.6,0,0.1,0,0.9,1.4,0.643,0.6,0.2,0.2,1,0.5,0.9,1.4,0.4,0,0.3,0.2,0.6,2
356,Kelly Oubre Jr.\oubreke01,SF,25,GSW,35,35,30.3,5.8,13.2,0.436,1.7,5.3,0.321,4.1,7.9,0.514,0.501,2.2,3,0.74,1.5,4.5,5.9,1.4,1.1,0.8,1.3,2.2,15.5
357,Jabari Parker\parkeja01,PF,25,SAC,2,0,12.5,2,3.5,0.571,0,0.5,0,2,3,0.667,0.571,0,0,,0.5,2.5,3,0.5,0,0.5,1.5,2,4
358,Eric Paschall\pascher01,PF,24,GSW,34,2,17.6,3.9,7.8,0.494,0.4,1.3,0.289,3.5,6.5,0.536,0.519,1.8,2.5,0.718,0.8,2.5,3.3,1.3,0.3,0.1,1,1.7,9.9
359,Anžejs Pasečņiks\pasecan01,C,25,WAS,1,0,6,0,1,0,0,1,0,0,0,,0,0,0,,1,0,1,1,0,0,5,2,0
360,Patrick Patterson\pattepa01,PF,31,LAC,10,1,13,1.6,3.8,0.421,1,2.8,0.357,0.6,1,0.6,0.553,0.3,0.4,0.75,0.4,1.6,2,0.5,0.3,0.1,0.7,1.3,4.5
361,Justin Patton\pattoju01,C,23,HOU,6,2,21.3,2.7,5.2,0.516,1,2.8,0.353,1.7,2.3,0.714,0.613,0.5,0.7,0.75,0.8,3.2,4,0.8,1.2,1.7,0.3,3.2,6.8
362,Chris Paul\paulch01,PG,35,PHO,34,34,31.8,6,12.4,0.486,1.5,3.9,0.391,4.5,8.4,0.53,0.548,2.4,2.6,0.954,0.5,4.2,4.7,8.8,1.2,0.3,2.4,2.5,16
363,Cameron Payne\payneca01,PG,26,PHO,24,0,16.4,2.5,5.3,0.48,1,2.4,0.421,1.5,2.9,0.529,0.575,0.5,0.6,0.929,0.1,1.7,1.8,3.6,0.6,0.2,1,1.8,6.6
364,Elfrid Payton\paytoel01,PG,26,NYK,33,33,28.2,5.3,11.9,0.443,0.5,1.8,0.25,4.8,10.1,0.477,0.462,1.7,2.2,0.743,1.3,2.5,3.8,3.7,0.7,0.2,1.9,1.9,12.7
365,Norvel Pelle\pelleno01,C,27,TOT,4,0,8,0.8,2,0.375,0,0,,0.8,2,0.375,0.375,0.8,1,0.75,1,1,2,0.3,0,0.8,0.8,2.5,2.3
365,Norvel Pelle\pelleno01,C,27,BRK,3,0,9.3,1,2.3,0.429,0,0,,1,2.3,0.429,0.429,0,0,,1,1.3,2.3,0,0,1,1,3,2
365,Norvel Pelle\pelleno01,C,27,SAC,1,0,4,0,1,0,0,0,,0,1,0,0,3,4,0.75,1,0,1,1,0,0,0,1,3
366,Reggie Perry\perryre01,PF,20,BRK,14,0,10.5,1.5,3.6,0.412,0.1,0.9,0.167,1.4,2.8,0.487,0.431,0.4,0.6,0.667,1.2,2.4,3.6,0.9,0.1,0.4,0.8,1.9,3.6
367,Theo Pinson\pinsoth01,SG,25,NYK,11,0,2.3,0.1,0.6,0.143,0,0.5,0,0.1,0.1,1,0.143,0,0,,0,0.1,0.1,0.1,0,0,0,0.3,0.2
368,Mason Plumlee\plumlma01,C,30,DET,34,34,28,4.3,7,0.607,0,0.2,0,4.3,6.9,0.622,0.607,1.9,2.8,0.674,2.8,6.4,9.1,3.8,0.8,0.9,2.1,3.5,10.4
369,Jakob Poeltl\poeltja01,C,25,SAS,32,14,23.4,3,5,0.61,0,0,,3,5,0.61,0.61,0.5,1.5,0.319,3,4.3,7.3,1.8,0.6,1.6,1.2,2.2,6.5
370,Vincent Poirier\poirivi01,C,27,PHI,6,0,3.7,0.2,0.7,0.25,0,0,,0.2,0.7,0.25,0.25,0.3,0.7,0.5,0.3,0.3,0.7,0.2,0,0.3,0.3,0.3,0.7
371,Aleksej Pokusevski\pokusal01,PF,19,OKC,17,0,17.4,1.4,5.5,0.247,0.6,3.3,0.179,0.8,2.2,0.351,0.301,0,0,,0.3,3.2,3.5,1.2,0.5,1.1,1.3,0.9,3.3
372,Jordan Poole\poolejo01,SG,21,GSW,16,0,10.6,2.3,4.8,0.468,1.1,3.1,0.367,1.1,1.8,0.643,0.584,1.2,1.3,0.95,0.1,1.2,1.3,0.9,0.3,0.2,0.5,0.9,6.8
373,Michael Porter Jr.\portemi01,SF,22,DEN,26,19,28.6,5.5,10.9,0.502,2.4,5.7,0.416,3.1,5.2,0.597,0.611,1.3,1.7,0.756,1.2,5.8,7,0.9,0.9,1.1,1.1,2.3,14.6
374,Otto Porter\porteot01,SF,27,CHI,16,6,23.3,4,9,0.444,1.8,4.4,0.4,2.3,4.6,0.486,0.542,1.9,2.3,0.833,1.3,5,6.3,2,0.6,0.2,0.9,1.6,11.6
375,Bobby Portis\portibo01,C,25,MIL,36,2,21.6,4.6,8.4,0.546,1.1,2.1,0.5,3.6,6.3,0.561,0.609,0.6,0.9,0.697,1.9,5.2,7.1,1,0.8,0.4,0.8,1.9,10.9
376,Kristaps Porziņģis\porzikr01,C,25,DAL,20,20,30.1,7.6,16.1,0.469,2.2,6.3,0.349,5.4,9.8,0.546,0.537,2.9,3.4,0.838,1.9,6.5,8.4,1.4,0.4,1.6,1.3,3,20.2
377,Dwight Powell\poweldw01,C,29,DAL,23,8,15,1.3,2.9,0.463,0,0.3,0.125,1.3,2.6,0.508,0.47,1.9,2.5,0.754,1,2.2,3.2,0.9,0.6,0.3,0.7,2.3,4.6
378,Norman Powell\powelno01,SG,27,TOR,34,23,29.6,6.2,12.7,0.488,2.6,5.9,0.438,3.6,6.8,0.532,0.59,3.4,3.8,0.899,0.4,2.6,3,1.7,1.2,0.1,1.7,2.1,18.4
379,Taurean Prince\princta02,PF,26,TOT,29,10,21.4,2.7,7.2,0.38,1.3,3.5,0.386,1.4,3.7,0.374,0.474,1.6,1.8,0.849,0.5,3.1,3.6,1.7,0.7,0.7,1.1,1.8,8.3
379,Taurean Prince\princta02,PF,26,BRK,12,4,18.2,2.5,6.2,0.405,1.1,3.1,0.351,1.4,3.1,0.459,0.493,2,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1
379,Taurean Prince\princta02,PF,26,CLE,17,6,23.6,2.9,7.9,0.366,1.5,3.8,0.406,1.4,4.1,0.329,0.463,1.2,1.5,0.808,0.8,3.4,4.1,2.5,0.6,0.6,1.2,1.9,8.5
380,Payton Pritchard\pritcpa01,SG,23,BOS,30,1,21.4,2.9,6.3,0.457,1.4,3.4,0.402,1.5,2.9,0.523,0.566,0.6,0.6,0.944,0.5,1.8,2.3,2.3,0.6,0.2,1.1,2,7.7
381,Immanuel Quickley\quickim01,PG,21,NYK,33,0,18.8,3.7,9.6,0.389,1.8,4.7,0.381,1.9,4.9,0.398,0.483,3,3.2,0.942,0.5,1.9,2.3,2.4,0.5,0.3,1,1.9,12.2
382,Jahmi'us Ramsey\ramseja01,SG,19,SAC,4,0,4,0.5,1,0.5,0.3,0.8,0.333,0.3,0.3,1,0.625,0,0,,0,1,1,0.3,0,0.3,0.3,0,1.3
383,Chasson Randle\randlch01,PG,27,ORL,8,0,18.9,1.9,4.4,0.429,0.9,2.9,0.304,1,1.5,0.667,0.529,0.6,0.9,0.714,0.1,1.8,1.9,2.9,0.3,0.1,0.8,2.3,5.3
